organization,type,gender,name,link,,,
HKAAC,Dog,F,伊利沙伯,https://siuyeo.ng/Hy2W,https://www.facebook.com/siuyeongHKAdopt/posts/415682490226148,https://www.instagram.com/p/CV6dmdmvCG9/,https://t.me/siuyeongHKAdopt/582
HKHERP,Turtle,M,阿奶,https://siuyeo.ng/WyXx,https://www.facebook.com/siuyeongHKAdopt/posts/415029083624822,https://www.instagram.com/p/CV34b_Bh_rH/,https://t.me/siuyeongHKAdopt/581
Hong Kong Rabit Society,Rabbit,M,Chess,https://siuyeo.ng/7yA4,https://www.facebook.com/siuyeongHKAdopt/posts/414396780354719,https://www.instagram.com/p/CV1T6gNP_bU/,https://t.me/siuyeongHKAdopt/580
Hong Kong Dog Rescue,Dog,M,Austin,https://siuyeo.ng/7yQp,https://www.facebook.com/siuyeongHKAdopt/posts/413719197089144,https://www.instagram.com/p/CVyvC-6PW5v/,https://t.me/siuyeongHKAdopt/579
SPCA,Dog,F,Bella,https://siuyeo.ng/Yyc9,https://www.facebook.com/siuyeongHKAdopt/posts/413071580487239,https://www.instagram.com/p/CVwJVFcPI_F/,https://t.me/siuyeongHKAdopt/578
Paws United Charity,Dog,F,Fredie,https://siuyeo.ng/Fylu,https://www.facebook.com/siuyeongHKAdopt/posts/412482877212776,https://www.instagram.com/p/CVtkiXnvakd/,https://t.me/siuyeongHKAdopt/577
HKSCDA,Cat,F,18B,https://siuyeo.ng/ryfO,https://www.facebook.com/siuyeongHKAdopt/posts/411998310594566,https://www.instagram.com/p/CVrlQdCrFyl/,https://t.me/siuyeongHKAdopt/576
SAA,Dog,F,Sky,https://siuyeo.ng/Fyuy,https://www.facebook.com/siuyeongHKAdopt/posts/411402363987494,https://www.instagram.com/p/CVpApKUIiCV/,https://t.me/siuyeongHKAdopt/575
HKAAC,Cat,F,Dada,https://siuyeo.ng/WyqE,https://www.facebook.com/siuyeongHKAdopt/posts/410538790740518,https://www.instagram.com/p/CVmnUOGvc1X/,https://t.me/siuyeongHKAdopt/574
HKHERP,Turtle,M,阿蛋,https://siuyeo.ng/ut7T,https://www.facebook.com/siuyeongHKAdopt/posts/409855670808830,https://www.instagram.com/p/CVj7VBjvWEU/,https://t.me/siuyeongHKAdopt/573
Hong Kong Rabit Society,Rabbit,M,Chestnut,https://siuyeo.ng/0t3n,https://www.facebook.com/siuyeongHKAdopt/posts/409176667543397,https://www.instagram.com/p/CVhZa3-PvHr/,https://t.me/siuyeongHKAdopt/572
Hong Kong Dog Rescue,Dog,F,Tinsel,https://siuyeo.ng/Zt1G,https://www.facebook.com/siuyeongHKAdopt/posts/408511280943269,https://www.instagram.com/p/CVexx1PPxIN/,https://t.me/siuyeongHKAdopt/571
SPCA,Dog,F,阿古獸,https://siuyeo.ng/MtZe,https://www.facebook.com/siuyeongHKAdopt/posts/407821024345628,https://www.instagram.com/p/CVb-ew0pt2c/,https://t.me/siuyeongHKAdopt/570
Paws United Charity,Dog,M,Pilaf,https://siuyeo.ng/ztAf,https://www.facebook.com/siuyeongHKAdopt/posts/407242017736862,https://www.instagram.com/p/CVZqvwYJofh/,https://t.me/siuyeongHKAdopt/569
HKSCDA,Cat,M,Kiwi,https://siuyeo.ng/GtIz,https://www.facebook.com/siuyeongHKAdopt/posts/406606247800439,https://www.instagram.com/p/CVXF9scpdG5/,https://t.me/siuyeongHKAdopt/568
SAA,Dog,M,Easter,https://siuyeo.ng/5tEz,https://www.facebook.com/siuyeongHKAdopt/posts/405843867876677,https://www.instagram.com/p/CVUCv7Hv5zT/,https://t.me/siuyeongHKAdopt/567
HKAAC,Dog,M,Dicky,https://siuyeo.ng/6tvp,https://www.facebook.com/siuyeongHKAdopt/posts/405211971273200,https://www.instagram.com/p/CVRg-AvJwIS/,https://t.me/siuyeongHKAdopt/566
HKHERP,Turtle,N/A,添麥肥,https://siuyeo.ng/gtzh,https://www.facebook.com/siuyeongHKAdopt/posts/404670764660654,https://www.instagram.com/p/CVPcBNGpT3s/,https://t.me/siuyeongHKAdopt/565
Hong Kong Rabit Society,Rabbit,M,Neptunus,https://siuyeo.ng/FtpO,https://www.facebook.com/siuyeongHKAdopt/posts/403939684733762,https://www.instagram.com/p/CVMTjhpBqIL/,https://t.me/siuyeongHKAdopt/564
Hong Kong Dog Rescue,Dog,M,Rocket,https://siuyeo.ng/Er6c,https://www.facebook.com/siuyeongHKAdopt/posts/403283661466031,https://www.instagram.com/p/CVJv0m5JjLP/,https://t.me/siuyeongHKAdopt/563
SPCA,Dog,M,小虎,https://siuyeo.ng/Yr8n,https://www.facebook.com/siuyeongHKAdopt/posts/402764288184635,https://www.instagram.com/p/CVHqhyXF_1o/,https://t.me/siuyeongHKAdopt/562
Paws United Charity,Dog,F,Halle,https://siuyeo.ng/qr15,https://www.facebook.com/siuyeongHKAdopt/posts/402088904918840,https://www.instagram.com/p/CVFJZBklKpB/,https://t.me/siuyeongHKAdopt/561
HKSCDA,Cat,M,Mike,https://siuyeo.ng/7rC8,https://www.facebook.com/siuyeongHKAdopt/posts/401432711651126,https://www.instagram.com/p/CVCueLslAaf/,https://t.me/siuyeongHKAdopt/560
SAA,Dog,F,Lily,https://siuyeo.ng/1rG2,https://www.facebook.com/siuyeongHKAdopt/posts/400664815061249,https://www.instagram.com/p/CU_1gCLF5Im/,https://t.me/siuyeongHKAdopt/559
HKAAC,Dog,M,Dickson,https://siuyeo.ng/BrPh,https://www.facebook.com/siuyeongHKAdopt/posts/399965891797808,https://www.instagram.com/p/CU9UL6tp0Fn/,https://t.me/siuyeongHKAdopt/558
HKHERP,Turtle,N/A,六十七,https://siuyeo.ng/drYJ,https://www.facebook.com/siuyeongHKAdopt/posts/399408498520214,https://www.instagram.com/p/CU7NpGQpr6k/,https://t.me/siuyeongHKAdopt/557
Hong Kong Rabit Society,Rabbit,F,Deona,https://siuyeo.ng/crWS,https://www.facebook.com/siuyeongHKAdopt/posts/398763338584730,https://www.instagram.com/p/CU43B50p2pS/,https://t.me/siuyeongHKAdopt/556
Hong Kong Dog Rescue,Dog,F,Mavis,https://siuyeo.ng/Zrl7,https://www.facebook.com/siuyeongHKAdopt/posts/397895028671561,https://www.instagram.com/p/CU1rTWXpX6W/,https://t.me/siuyeongHKAdopt/555
SPCA,倉鼠,F,Siu Ngan,https://siuyeo.ng/yrg1,https://www.facebook.com/siuyeongHKAdopt/posts/397149052079492,https://www.instagram.com/p/CUzIwbNpT0o/,https://t.me/siuyeongHKAdopt/554
Paws United Charity,Dog,M,Torin,https://siuyeo.ng/praz,https://www.facebook.com/siuyeongHKAdopt/posts/396456215482109,https://www.instagram.com/p/CUwlC2yFbyy/,https://t.me/siuyeongHKAdopt/553
HKSCDA,Cat,M,小餅,https://siuyeo.ng/hrtH,https://www.facebook.com/siuyeongHKAdopt/posts/395746695553061,https://www.instagram.com/p/CUt4nIgFh1p/,https://t.me/siuyeongHKAdopt/552
SAA,Dog,F,Glory,https://siuyeo.ng/qe7X,https://www.facebook.com/siuyeongHKAdopt/posts/395021182292279,https://www.instagram.com/p/CUrQ4BTlUTj/,https://t.me/siuyeongHKAdopt/551
HKAAC,Dog,M,Jackson,https://siuyeo.ng/Ge1f,https://www.facebook.com/siuyeongHKAdopt/posts/394593285668402,https://www.instagram.com/p/CUphIn2pjxF/,https://t.me/siuyeongHKAdopt/550
HKHERP,Turtle,N/A,咩茹,https://siuyeo.ng/1eLD,https://www.facebook.com/siuyeongHKAdopt/posts/394089689052095,https://www.instagram.com/p/CUm1Ep7puU5/,https://t.me/siuyeongHKAdopt/549
Hong Kong Rabit Society,Rabbit,M,Alston,https://siuyeo.ng/1eAl,https://www.facebook.com/siuyeongHKAdopt/posts/393259155801815,https://www.instagram.com/p/CUjayaFlj95/,https://t.me/siuyeongHKAdopt/548
Hong Kong Dog Rescue,Dog,F,Dolly,https://siuyeo.ng/wem2,https://www.facebook.com/siuyeongHKAdopt/posts/392625352531862,https://www.instagram.com/p/CUg34JGlgx_/,https://t.me/siuyeongHKAdopt/547
SPCA,Rabbit,M,Caramel,https://siuyeo.ng/gecm,https://www.facebook.com/siuyeongHKAdopt/posts/392048569256207,https://www.instagram.com/p/CUemARYlTYk/,https://t.me/siuyeongHKAdopt/546
Paws United Charity,Dog,M,Evan,https://siuyeo.ng/fekL,https://www.facebook.com/siuyeongHKAdopt/posts/391530202641377,https://www.instagram.com/p/CUcjzIRJMBv/,https://t.me/siuyeongHKAdopt/545
HKSCDA,Cat,F,雅莉,https://siuyeo.ng/eeps,https://www.facebook.com/siuyeongHKAdopt/posts/390903856037345,https://www.instagram.com/p/CUaCJbAp2MC/,https://t.me/siuyeongHKAdopt/544
SAA,Dog,F,Niko,https://siuyeo.ng/9w5L,https://www.facebook.com/siuyeongHKAdopt/posts/389974396130291,https://www.instagram.com/p/CUWa1acJ7dF/,https://t.me/siuyeongHKAdopt/543
HKAAC,Dog,M,威B,https://siuyeo.ng/Bw4v,https://www.facebook.com/siuyeongHKAdopt/posts/389598826167848,https://www.instagram.com/p/CUU6wvTpsGj/,https://t.me/siuyeongHKAdopt/542
HKHERP,Turtle,M,阿蛋,https://siuyeo.ng/7wM9,https://www.facebook.com/siuyeongHKAdopt/posts/388827406244990,https://www.instagram.com/p/CUR3U52p4Fw/,https://t.me/siuyeongHKAdopt/541
Hong Kong Rabit Society,Rabbit,M,Bengie,https://siuyeo.ng/fwJ8,https://www.facebook.com/siuyeongHKAdopt/posts/388239009637163,https://www.instagram.com/p/CUPgKZRJ3km/,https://t.me/siuyeongHKAdopt/540
Hong Kong Dog Rescue,Dog,M,Sonic,https://siuyeo.ng/AwPW,https://www.facebook.com/siuyeongHKAdopt/posts/387486193045778,https://www.instagram.com/p/CUMjARJpxxQ/,https://t.me/siuyeongHKAdopt/539
SPCA,Cat,M,Ronin,https://siuyeo.ng/owRp,https://www.facebook.com/siuyeongHKAdopt/posts/386972963097101,https://www.instagram.com/p/CUKjch7J2hb/,https://t.me/siuyeongHKAdopt/538
Paws United Charity,Dog,M,Denver,https://siuyeo.ng/mwkj,https://www.facebook.com/siuyeongHKAdopt/posts/386119963182401,https://www.instagram.com/p/CUHRPB4pwaV/,https://t.me/siuyeongHKAdopt/537
HKSCDA,Cat,F,Trista,https://siuyeo.ng/swpO,https://www.facebook.com/siuyeongHKAdopt/posts/385593759901688,https://www.instagram.com/p/CUFTwNrJnDp/,https://t.me/siuyeongHKAdopt/536
SAA,Dog,F,Wren,https://siuyeo.ng/pwqO,https://www.facebook.com/siuyeongHKAdopt/posts/384977353296662,https://www.instagram.com/p/CUC1HDXpBF8/,https://t.me/siuyeongHKAdopt/535
HKAAC,Dog,F,翠兒,https://siuyeo.ng/LMt,https://www.facebook.com/siuyeongHKAdopt/posts/384086590052405,https://www.instagram.com/p/CT_Tp_appU6/,https://t.me/siuyeongHKAdopt/534
HKHERP,Turtle,M,古立,https://siuyeo.ng/FHh,https://www.facebook.com/siuyeongHKAdopt/posts/383521293442268,https://www.instagram.com/p/CT9AIUFph8J/,https://t.me/siuyeongHKAdopt/533
Hong Kong Rabit Society,Rabbit,M,Aiden,https://siuyeo.ng/MRX,https://www.facebook.com/siuyeongHKAdopt/posts/383048360156228,https://www.instagram.com/p/CT7FvkIpkLe/,https://t.me/siuyeongHKAdopt/532
Hong Kong Dog Rescue,Dog,F,Mavis,https://siuyeo.ng/0ct,https://www.facebook.com/siuyeongHKAdopt/posts/382455870215477,https://www.instagram.com/p/CT4sSqXp1oA/,https://t.me/siuyeongHKAdopt/531
SPCA,Cat,M,Midas,https://siuyeo.ng/miM,https://www.facebook.com/siuyeongHKAdopt/posts/381738423620555,https://www.instagram.com/p/CT18_mvphBd/,https://t.me/siuyeongHKAdopt/530
Paws United Charity,Cat,F,Stacey,https://www.instagram.com/p/CTwBKrWBWPR/,https://www.facebook.com/siuyeongHKAdopt/posts/381114300349634,https://www.instagram.com/p/CTzZ7eeplxK/,https://t.me/siuyeongHKAdopt/529
HKSCDA,Cat,F,摩洛哥,https://hkscda.com/animal/id/2207,https://www.facebook.com/siuyeongHKAdopt/posts/380430397084691,https://www.instagram.com/p/CTwyiu9p7tQ/,https://t.me/siuyeongHKAdopt/528
SAA,Cat,F,吉吉,https://www.saa.org.hk/zh/ad_detail.php?id=320,https://www.facebook.com/siuyeongHKAdopt/posts/379747157153015,https://www.instagram.com/p/CTuCuklJC1I/,https://t.me/siuyeongHKAdopt/527
HKAAC,Dog,M,龍一,https://www.hk-aac.org.hk/貓狗領養?product_id=1723,https://www.facebook.com/siuyeongHKAdopt/posts/379549090506155,https://www.instagram.com/p/CTtOz9Kpk22/,https://t.me/siuyeongHKAdopt/526
HKHERP,Turtle,N/A,側田,https://www.hkherp.org.hk/product-page/黃頭側頸龜-側田,https://www.facebook.com/siuyeongHKAdopt/posts/378964060564658,https://www.instagram.com/p/CTq5ZGIpLW2/,https://t.me/siuyeongHKAdopt/525
Hong Kong Rabit Society,Rabbit,F,Habe,https://www.hkrabbit.org/?cat=4&rabbitID=13002,https://www.facebook.com/siuyeongHKAdopt/posts/378230257304705,https://www.instagram.com/p/CTn_gLgJecF/,https://t.me/siuyeongHKAdopt/524
Hong Kong Dog Rescue,Dog,F,Poppy,https://hongkongdogrescue.com/dogs/Poppy/,https://www.facebook.com/siuyeongHKAdopt/posts/377687734025624,https://www.instagram.com/p/CTl3-gApFQL/,https://t.me/siuyeongHKAdopt/523
SPCA,Dog,F,麥樂雞,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=503767,https://www.facebook.com/siuyeongHKAdopt/posts/377199477407783,https://www.instagram.com/p/CTj6yJ1JOUb/,https://t.me/siuyeongHKAdopt/522
Paws United Charity,Cat,M,Nonio,https://www.instagram.com/p/CTeXTyXhaud/,https://www.facebook.com/siuyeongHKAdopt/posts/376547417472989,https://www.instagram.com/p/CThTgi8paMx/,https://t.me/siuyeongHKAdopt/521
HKSCDA,Cat,F,嵐嵐,https://hkscda.com/animal/id/2196,https://www.facebook.com/siuyeongHKAdopt/posts/375911267536604,https://www.instagram.com/p/CTeuGJcJPop/,https://t.me/siuyeongHKAdopt/520
SAA,Cat,M,Ali,https://www.saa.org.hk/zh/ad_detail.php?id=295,https://www.facebook.com/siuyeongHKAdopt/posts/375007214293676,https://www.instagram.com/p/CTbKVQgJm5v/,https://t.me/siuyeongHKAdopt/519
HKAAC,Cat,N/A,Whisky,https://www.hk-aac.org.hk/貓狗領養?product_id=1703,https://www.facebook.com/siuyeongHKAdopt/posts/374443064350091,https://www.instagram.com/p/CTY6pJgpDlt/,https://t.me/siuyeongHKAdopt/518
HKHERP,Turtle,F,大餅,https://www.hkherp.org.hk/product-page/巴西龜-大餅,https://www.facebook.com/siuyeongHKAdopt/posts/373945607733170,https://www.instagram.com/p/CTXCnRyp8sw/,https://t.me/siuyeongHKAdopt/517
Hong Kong Rabit Society,Rabbit,F,Aurora,https://www.hkrabbit.org/?cat=4&rabbitID=13504,https://www.facebook.com/siuyeongHKAdopt/posts/373231771137887,https://www.instagram.com/p/CTUarklJLSf/,https://t.me/siuyeongHKAdopt/516
Hong Kong Dog Rescue,Dog,M,Sonic,https://hongkongdogrescue.com/dogs/Sonic/,https://www.facebook.com/siuyeongHKAdopt/posts/372603581200706,https://www.instagram.com/p/CTR8ayQpW3Y/,https://t.me/siuyeongHKAdopt/515
SPCA,Dog,M,Dave,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=504852,https://www.facebook.com/siuyeongHKAdopt/posts/371899591271105,https://www.instagram.com/p/CTPSnRLpBBf/,https://t.me/siuyeongHKAdopt/514
Paws United Charity,Dog,M,Aloe,https://www.instagram.com/p/CTGYHNsBsA9/,https://www.facebook.com/siuyeongHKAdopt/posts/371066424687755,https://www.instagram.com/p/CTMA_IDpcgY/,https://t.me/siuyeongHKAdopt/513
HKSCDA,Cat,F,Crispies,https://hkscda.com/animal/id/2184,https://www.facebook.com/siuyeongHKAdopt/posts/370355728092158,https://www.instagram.com/p/CTJLLilJded/,https://t.me/siuyeongHKAdopt/512
SAA,Cat,M,蛋黃,https://www.saa.org.hk/zh/ad_detail.php?id=297,https://www.facebook.com/siuyeongHKAdopt/posts/369708031490261,https://www.instagram.com/p/CTGqm4eJ5U9/,https://t.me/siuyeongHKAdopt/511
HKAAC,Cat,N/A,金鷹,https://www.hk-aac.org.hk/貓狗領養?product_id=1719,https://www.facebook.com/siuyeongHKAdopt/posts/369038554890542,https://www.instagram.com/p/CTEOyBRpBzC/,https://t.me/siuyeongHKAdopt/510
HKHERP,Turtle,N/A,冇膽鬼,https://www.hkherp.org.hk/product-page/地圖龜-冇膽鬼,https://www.facebook.com/siuyeongHKAdopt/posts/368529358274795,https://www.instagram.com/p/CTCdL39pClU/,https://t.me/siuyeongHKAdopt/509
Hong Kong Rabit Society,Rabbit,F,Mulan,https://www.hkrabbit.org/?cat=4&rabbitID=13516,https://www.facebook.com/siuyeongHKAdopt/posts/367883765006021,https://www.instagram.com/p/CS_1ibzJVak/,https://t.me/siuyeongHKAdopt/508
Hong Kong Dog Rescue,Dog,M,Cheerio,https://hongkongdogrescue.com/dogs/Cheerio/,https://www.facebook.com/siuyeongHKAdopt/posts/367174295076968,https://www.instagram.com/p/CS9UXrUpIlj/,https://t.me/siuyeongHKAdopt/507
SPCA,Cat,F,Ah Meh,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=493954,https://www.facebook.com/siuyeongHKAdopt/posts/366519905142407,https://www.instagram.com/p/CS6s0YRp1ke/,https://t.me/siuyeongHKAdopt/506
Paws United Charity,Dog,F,Jarlsberg,https://www.instagram.com/p/CS1MGEBBYUv/,https://www.facebook.com/siuyeongHKAdopt/posts/365781945216203,https://www.instagram.com/p/CS37pFNp-HA/,https://t.me/siuyeongHKAdopt/505
HKSCDA,Cat,M,白比比,https://hkscda.com/animal/id/2159,https://www.facebook.com/siuyeongHKAdopt/posts/365017231959341,https://www.instagram.com/p/CS01-d-pob_/,https://t.me/siuyeongHKAdopt/504
SAA,Cat,M,蓮蓉,https://www.saa.org.hk/zh/ad_detail.php?id=298,https://www.facebook.com/siuyeongHKAdopt/posts/364366592024405,https://www.instagram.com/p/CSyOQ3QJMN4/,https://t.me/siuyeongHKAdopt/503
HKAAC,Cat,N/A,Brandy,https://www.hk-aac.org.hk/貓狗領養?product_id=1704,https://www.facebook.com/siuyeongHKAdopt/posts/363878625406535,https://www.instagram.com/p/CSwaqw6pUe_/,https://t.me/siuyeongHKAdopt/502
HKHERP,Turtle,M,古立,https://www.hkherp.org.hk/product-page/巴西龜-古立,https://www.facebook.com/siuyeongHKAdopt/posts/363222592138805,https://www.instagram.com/p/CSt1RctpcAK/,https://t.me/siuyeongHKAdopt/501
Hong Kong Rabit Society,Rabbit,F,Victoria,https://www.hkrabbit.org/?cat=4&rabbitID=13534,https://www.facebook.com/siuyeongHKAdopt/posts/362453422215722,https://www.instagram.com/p/CSq09OmpYVM/,https://t.me/siuyeongHKAdopt/500
Hong Kong Dog Rescue,Dog,M,Amenda,https://hongkongdogrescue.com/dogs/Amenda/,https://www.facebook.com/siuyeongHKAdopt/posts/361932588934472,https://www.instagram.com/p/CSoviGhJVWz/,https://t.me/siuyeongHKAdopt/499
SPCA,Dog,M,Cola,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=504855,https://www.facebook.com/siuyeongHKAdopt/posts/361045902356474,https://www.instagram.com/p/CSlNpRGpvae/,https://t.me/siuyeongHKAdopt/498
Paws United Charity,Dog,M,Pici,https://www.instagram.com/p/CSiTbd4BBld/,https://www.facebook.com/siuyeongHKAdopt/posts/360647222396342,https://www.instagram.com/p/CSjlz4RpQOq/,https://t.me/siuyeongHKAdopt/497
HKSCDA,Cat,F,Demi 2.0,https://hkscda.com/animal/id/2153,https://www.facebook.com/siuyeongHKAdopt/posts/359968355797562,https://www.instagram.com/p/CSg_xQ5J2vX/,https://t.me/siuyeongHKAdopt/496
SAA,Cat,F,玥兒,https://www.saa.org.hk/zh/ad_detail.php?id=296,https://www.facebook.com/siuyeongHKAdopt/posts/359321302528934,https://www.instagram.com/p/CSeepy6Jj16/,https://t.me/siuyeongHKAdopt/495
HKAAC,Cat,F,Apple,https://www.hk-aac.org.hk/貓狗領養?product_id=1715,https://www.facebook.com/siuyeongHKAdopt/posts/358616625932735,https://www.instagram.com/p/CSb3PJgpMys/,https://t.me/siuyeongHKAdopt/494
HKHERP,Turtle,N/A,側田,https://www.hkherp.org.hk/product-page/黃頭側頸龜-側田,https://www.facebook.com/siuyeongHKAdopt/posts/357921969335534,https://www.instagram.com/p/CSZNSxcJ7cc/,https://t.me/siuyeongHKAdopt/493
Hong Kong Rabit Society,Rabbit,M,Eve,https://www.hkrabbit.org/?cat=4&rabbitID=13562,https://www.facebook.com/siuyeongHKAdopt/posts/357245786069819,https://www.instagram.com/p/CSWo6XTJ1s1/,https://t.me/siuyeongHKAdopt/492
Hong Kong Dog Rescue,Dog,F,Bianca,https://hongkongdogrescue.com/dogs/Bianca/,https://www.facebook.com/siuyeongHKAdopt/posts/357242926070105,https://www.instagram.com/p/CSTJzvBpXq6/,https://t.me/siuyeongHKAdopt/491
SPCA,Rabbit,M,Hershey,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=506298,https://www.facebook.com/siuyeongHKAdopt/posts/355694379558293,https://www.instagram.com/p/CSQwaC7phd8/,https://t.me/siuyeongHKAdopt/490
Paws United Charity,Dog,F,Puff,https://www.instagram.com/p/CSLdTQnBsmN/,https://www.facebook.com/siuyeongHKAdopt/posts/355210139606717,https://www.instagram.com/p/CSO5H2wJjQv/,https://t.me/siuyeongHKAdopt/489
HKSCDA,Cat,M,River,https://hkscda.com/animal/id/2138,https://www.facebook.com/siuyeongHKAdopt/posts/354580809669650,https://www.instagram.com/p/CSMZOOkJL63/,https://t.me/siuyeongHKAdopt/488
SAA,Cat,F,Lo Lo,https://www.saa.org.hk/zh/ad_detail.php?id=113,https://www.facebook.com/siuyeongHKAdopt/posts/353926883068376,https://www.instagram.com/p/CSJ0DslJ4ZF/,https://t.me/siuyeongHKAdopt/487
HKAAC,Cat,F,鳳梨,https://www.hk-aac.org.hk/貓狗領養?product_id=1711,https://www.facebook.com/siuyeongHKAdopt/posts/353311599796571,https://www.instagram.com/p/CSHUSQeodPR/,https://t.me/siuyeongHKAdopt/486
HKHERP,Turtle,F,大餅,https://www.hkherp.org.hk/product-page/巴西龜-大餅,https://www.facebook.com/siuyeongHKAdopt/posts/352619696532428,https://www.instagram.com/p/CSEov19JJ70/,https://t.me/siuyeongHKAdopt/485
Hong Kong Rabit Society,Rabbit,F,Costa,https://www.hkrabbit.org/?cat=4&rabbitID=14305,https://www.facebook.com/siuyeongHKAdopt/posts/351768946617503,https://www.instagram.com/p/CSBNihrJcD6/,https://t.me/siuyeongHKAdopt/484
Hong Kong Dog Rescue,Dog,F,Sparkle,https://hongkongdogrescue.com/dogs/Sparkle/,https://www.facebook.com/siuyeongHKAdopt/posts/351091386685259,https://www.instagram.com/p/CR-hHnDpc6x/,https://t.me/siuyeongHKAdopt/483
SPCA,Dog,F,Cookie,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=500220,https://www.facebook.com/siuyeongHKAdopt/posts/350463686748029,https://www.instagram.com/p/CR8Tt0rJEyx/,https://t.me/siuyeongHKAdopt/482
Paws United Charity,Dog,M,Karl,https://www.instagram.com/p/CR6D2_0j_M5/,https://www.facebook.com/siuyeongHKAdopt/posts/349943450133386,https://www.instagram.com/p/CR6UCG0j0ni/,https://t.me/siuyeongHKAdopt/481
HKSCDA,Cat,M,福丸,https://hkscda.com/animal/id/2131,https://www.facebook.com/siuyeongHKAdopt/posts/349244670203264,https://www.instagram.com/p/CR3wN1lD-wZ/,https://t.me/siuyeongHKAdopt/480
SAA,Cat,M,Gin,https://www.saa.org.hk/zh/ad_detail.php?id=116,https://www.facebook.com/siuyeongHKAdopt/posts/348563746938023,https://www.instagram.com/p/CR1LPfrDdO9/,https://t.me/siuyeongHKAdopt/479
HKAAC,Dog,M,Happy仔,https://www.hk-aac.org.hk/貓狗領養?product_id=1708,https://www.facebook.com/siuyeongHKAdopt/posts/347698013691263,https://www.instagram.com/p/CRxu4IxjCrz/,https://t.me/siuyeongHKAdopt/478
HKHERP,Turtle,N/A,冇膽鬼,https://www.hkherp.org.hk/product-page/地圖龜-冇膽鬼,https://www.facebook.com/siuyeongHKAdopt/posts/347190023742062,https://www.instagram.com/p/CRv2_91D2JJ/,https://t.me/siuyeongHKAdopt/477
Hong Kong Rabit Society,Rabbit,M,Vodka,https://www.hkrabbit.org/?cat=4&rabbitID=14500,https://www.facebook.com/siuyeongHKAdopt/posts/346995233761541,https://www.instagram.com/p/CRvFx4AjNwb/,https://t.me/siuyeongHKAdopt/476
Hong Kong Dog Rescue,Dog,M,Wally,https://hongkongdogrescue.com/dogs/wally-2/,https://www.facebook.com/siuyeongHKAdopt/posts/346436770484054,https://www.instagram.com/p/CRs4AW4j7p9/,https://t.me/siuyeongHKAdopt/475
SPCA,Cat,F,Ah Meh,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=493954,https://www.facebook.com/siuyeongHKAdopt/posts/345934783867586,https://www.instagram.com/p/CRq5EpvjQve/,https://t.me/siuyeongHKAdopt/474
Paws United Charity,Dog,F,Ritz,https://www.instagram.com/p/CRoBFARDDyK/,https://www.facebook.com/siuyeongHKAdopt/posts/345236633937401,https://www.instagram.com/p/CRoTPnnDYga/,https://t.me/siuyeongHKAdopt/473
HKSCDA,Cat,F,Donna,https://hkscda.com/animal/id/2112,https://www.facebook.com/siuyeongHKAdopt/posts/344580724002992,https://www.instagram.com/p/CRlwfxVDFrN/,https://t.me/siuyeongHKAdopt/472
SAA,Cat,M,Tab,https://www.saa.org.hk/zh/ad_detail.php?id=117,https://www.facebook.com/siuyeongHKAdopt/posts/343895707404827,https://www.instagram.com/p/CRjJStnjKIU/,https://t.me/siuyeongHKAdopt/471
HKAAC,Cat,N/A,Vodka,https://www.hk-aac.org.hk/貓狗領養?product_id=1705,https://www.facebook.com/siuyeongHKAdopt/posts/343250667469331,https://www.instagram.com/p/CRgpmTwDTl4/,https://t.me/siuyeongHKAdopt/470
HKHERP,Turtle,M,古立,https://www.hkherp.org.hk/product-page/巴西龜-古立,https://www.facebook.com/siuyeongHKAdopt/posts/342340837560314,https://www.instagram.com/p/CRdBLQyDLH5/,https://t.me/siuyeongHKAdopt/469
Hong Kong Rabit Society,Rabbit,M,Arco,https://www.hkrabbit.org/?cat=4&rabbitID=14758,https://www.facebook.com/siuyeongHKAdopt/posts/341657127628685,https://www.instagram.com/p/CRabTjyD3oO/,https://t.me/siuyeongHKAdopt/468
Hong Kong Dog Rescue,Dog,M,Cheerio,https://hongkongdogrescue.com/dogs/Cheerio/,https://www.facebook.com/siuyeongHKAdopt/posts/341251971002534,https://www.instagram.com/p/CRY1YNgjjGy/,https://t.me/siuyeongHKAdopt/467
SPCA,Dog,M,Spencer,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=511719,https://www.facebook.com/siuyeongHKAdopt/posts/340592287735169,https://www.instagram.com/p/CRWTPYnjH7a/,https://t.me/siuyeongHKAdopt/466
Paws United Charity,Cat,F,Flora,https://www.instagram.com/p/CRTJDfXDq-5/,https://www.facebook.com/siuyeongHKAdopt/posts/339884321139299,https://www.instagram.com/p/CRTrpnwjX3Z/,https://t.me/siuyeongHKAdopt/465
